date,rtgs_vol,rtgs_val,neft_vol,neft_val,aeps_vol,aeps_val,upi_vol,upi_val,imps_vol,imps_val,nach_credit_vol,nach_credit_val,nach_debit_vol,nach_debit_val,netc_vol,netc_val,bbps_vol,bbps_val,cts_vol,cts_val,credit_pos_vol,credit_pos_val,credit_ecom_vol,credit_ecom_val,debit_pos_vol,debit_pos_val,debit_ecom_vol,debit_ecom_val,ppi_pos_vol,ppi_pos_val,ppi_ecom_vol,ppi_ecom_val,credit_combined_vol,credit_combined_val,debit_combined_vol,debit_combined_val,ppi_combined_vol,ppi_combined_val,nfs_vol,nfs_val,aeps_bc_vol,aeps_bc_val,gov_sec_vol,gov_sec_val,forex_vol,forex_val,rupee_der_vol,rupee_der_val
2021-01-14,4.35292,358642.976019262,73.47862,72196.66260718199,0.31999999999999995,7.8100000000000005,709.06,12055.99,105.3,7871.07,58.46000000000001,2333.0299999999997,10.73,1250.18,42.3,70.76,8.84,125.66,18.48,14725.77,,,,,,,,,,,,,36.46725,1306.751072975,92.28995,1511.755610694,4.68019,172.31828804,104.65,4089.24,22.68,649.62,,,,,,
2021-01-15,5.70442,469820.20750295196,92.03065,83293.016169365,0.35,8.71,716.84,12896.46,103.3,8433.01,88.85,3582.06,68.85,6172.81,42.09,67.84,10.06,155.77,24.85,20574.52,,,,,,,,,,,,,37.777590000000004,1208.925453888,94.88977,1573.4753628419999,3.40933,146.087407656,105.76,4242.85,24.63,713.04,,,,,,
2021-01-16,4.65279,118257.927588643,65.12171,49875.373128151004,0.32,8.08,736.58,13098.51,102.34,7951.18,92.9,3629.2799999999997,17.61,1664.6,47.15,71.46,9.82,140.45,23.07,18688.13,,,,,,,,,,,,,13.59928,471.718167742,56.02429,855.9299413379999,4.41104,146.323020886,110.68,4428.69,24.1,701.67,,,,,,
2021-01-17,0.21369,2027.0184295330002,10.87179,3569.077789408,0.29000000000000004,6.45,693.63,10040.86,92.32,5163.63,H,H,H,H,51.71,77.21,7.51,81.87,H,H,,,,,,,,,,,,,44.446110000000004,1204.0200187780001,102.00277,1599.6107766779999,3.99191,91.097433808,97.92,3528.38,18.96,495.88,,,,,,
2021-01-18,7.18117,374041.076871444,103.92269,77770.61813570601,0.39999999999999997,9.7,742.75,14349.75,113.21,9934.98,63.44,2573.43,36.51,2049.6,46.87,72.33,11.48,180.23,29.62932,23228.746684751,,,,,,,,,,,,,70.09734,2334.721275627,139.84304,2482.43416988,4.08421,154.41500858199998,108.9,4371.84,27.26,768.14,,,,,,
2021-01-19,6.79265,413346.415800317,99.2961,85327.600089778,0.37,9.440000000000001,726.82,13969.89,110.88,9538.96,63.69,3492.73,9.13,1400.5,46.79,75.85,10.33,168.63,27,23367.75,,,,,,,,,,,,,40.473659999999995,1687.409518647,93.75582,1595.037671606,4.64368,171.88593809799997,106.66,4249.85,26.21,724.16,,,,,,
2021-01-20,6.67297,384415.538059431,91.88,88084.08,0.41,9.91,768.51,15105.77,113.67,9776.08,48.69,5546.34,25.79,3216,47.58,78.13,10.04,167.96,28.39,23600.89,,,,,,,,,,,,,42.8409,1739.2701549419999,96.77651,1691.240766147,5.673100000000001,164.84770243699998,107.63,4279.53,25.72,707.24,,,,,,
2021-01-21,6.56248,411114.249510362,100.41472,95097.935267327,0.38,9.91,759.64,14635.65,112.56,9770.02,85.2,4405.42,23.24,2107.05,47.68,80.48,10.37,178.61,27.19,23335.56,,,,,,,,,,,,,42.4431,1801.6668069349998,95.78437,1641.3723004070002,4.50439,170.96586261599998,102.41,4046.42,24.56,686.03,,,,,,
2021-01-22,7.30041,419421.199769205,104.62988,91931.225346155,0.44,11.2,751.68,14181.12,111.2,9680.66,52.23,3668.46,16.44,1771.32,55.57,85.73,9.44,166.6,27.19,23965.51,,,,,,,,,,,,,40.13526,1534.3916061099999,92.09979000000001,1543.6207541039998,4.42527,170.46242049699998,103.67,4078.62,24.32,685.91,,,,,,
2021-01-23,0.73162,6116.315231684,21.94871,10255.282824675,0.42000000000000004,10.1,713.0,11968.34,103.96,7659.04,H,H,H,H,55.07,85.71,7.95,113.52,H,H,,,,,,,,,,,,,30.372729999999997,1076.511572367,76.59411,1241.565081413,3.13591,124.674856857,102.86,4020.06,22.15,626.48,,,,,,
2021-01-24,0.19094,1623.7336721049999,10.26767,3027.451110838,0.31,6.489999999999999,589.58,8051.95,89.54,4933.85,H,H,H,H,52.75,82.79,5.85,65.27,H,H,,,,,,,,,,,,,37.24331,1100.7966143669998,86.05995999999999,1356.433948646,4.289960000000001,165.87687219600002,92.93,3195.36,16.45,418.3,,,,,,
2021-01-25,8.67083,509979.88470344903,125.8156,114972.26851954599,0.44,10.88,724.19,14185.07,113.1,10204.44,154.9,4547.95,32.38,3247.71,47.78,74.57,9.24,170.28,38.31,31536.74,,,,,,,,,,,,,77.07473999999999,2727.790714433,142.71622000000002,2533.881962943,4.17757,135.846985772,107.9,4243.13,23.82,672.67,,,,,,
2021-01-26,0.38866,3450.5278606980005,15.96436,7112.532724260001,0.38,8.92,682.29,10407.76,90.3,6222.34,H,H,H,H,48.5,76.82,6.63,80.58,H,H,,,,,,,,,,,,,29.605330000000002,948.6498822579999,73.46383,1159.529167744,3.2639400000000003,107.82683480300001,92.84,3362.23,19.76,520.22,,,,,,
2021-01-27,8.36759,499570.02762124396,119.7534,102287.903706784,0.44,10.830000000000002,705.02,13936.0,108.53,10179.98,166.84,5120.5599999999995,12.48,1764.22,46.31,72.0,9.36,170.91,38.24,31382.05,,,,,,,,,,,,,56.39319999999999,2080.303687348,114.03587,2014.265216653,4.51558,151.405378582,104.75,4141.5,24.42,685.36,,,,,,
2021-01-28,7.20002,477736.9959004471,126.94315,108954.77380344301,0.43,10.620000000000001,691.55,13304.92,111.32,10203.63,74.89,6873.13,56.02,2930.95,48.23,77.29,8.48,153.36,29.62,26409.97,,,,,,,,,,,,,39.20556,1559.803383564,93.60992999999999,1649.0861503590002,4.38275,174.573753973,101.17,4018.4,23.61,652.75,,,,,,
2021-01-29,7.77721,694816.9521539831,164.87232,141785.617225153,0.42,10.420000000000002,758.33,15526.32,122.41,11531.54,84.5,5204.16,9.37,1313.09,48.47,80.08,8.59,138.93,29.08,26504.07,,,,,,,,,,,,,39.14839,1551.4482415479997,94.96636000000001,1629.272469562,4.47468,174.49521569799998,106.19224000000001,4331.5726625199995,22.88,638.8,,,,,,
2021-01-30,6.59363,228651.546628131,116.81182,84576.32807845401,0.41,10.16,778.35,15636.1,125.05,11291.88,54.79,2929.2,9.55,1340.07,52.53,85.17,7.86,122.99,26.28,23714.31,,,,,,,,,,,,,25.10884,913.3426374600001,75.14436,1244.700610106,3.4325400000000004,148.76462987399998,118.74,5063.38,22.53,625.17,,,,,,
2021-01-31,0.34017,3541.8067340330003,17.01981,6453.722395180001,0.26,6.3100000000000005,707.78,11448.43,105.02,7258.9,H,H,H,H,53.01,89.28,5.96,75.38,H,H,,,,,,,,,,,,,34.049929999999996,1090.784320749,86.26098,1383.49540109,4.2950800000000005,110.722651773,107.06,4112.3,16.27,418.92,,,,,,
2021-02-01,7.08967,665839.23952382,212.27135,119988.430175675,0.39,11.14,835.85,18468.88,133.17,12923.83,91.6,5660.049999999999,16.61,2735.37,48.26,81.07,9.15,133.68,28.79,25469.61,,,,,,,,,,,,,68.9205,2419.7125112000003,145.28024,2612.9995309,4.06399,123.80523140000001,124.12,5520.94,28.78,871.13,,,,,,
2021-02-02,6.76516,367307.425336452,135.65713,99880.437447965,0.35,9.899999999999999,817.28,17017.33,132.75,11881.6,89.67,4849.0599999999995,64.28,3876,47.8,80.59,9.42,131.3,28.95,26186.39,,,,,,,,,,,,,39.51208,1523.2408331,100.45166,1698.6175704000002,4.62324,158.5360789,124.07442999999999,5516.577308700001,26.4,794.29,,,,,,
2021-02-03,6.53883,415146.706708621,116.45338,84620.147860407,0.33999999999999997,9.59,809.71,16419.83,125.37,11167.91,60.03,3409.59,50.78,3157.49,48.7,81.55,9.27,127.32,27.77,24977.98,,,,,,,,,,,,,38.7269,1466.3108691000002,100.33185,1710.2469314,4.55959,150.1837649,123.01,5373.16,25.97,764.1,,,,,,
2021-02-04,6.49525,366649.605049033,111.91581,90567.06565337701,0.33999999999999997,9.39,813.15,16525.55,127.56,11476.32,43.61,3836.3700000000003,29.69,3650.43,49.98,84.15,9.43,136.45,27.61,24546.26,,,,,,,,,,,,,40.0076,1668.1593486000002,103.47591,1756.3588482999999,5.521540000000001,177.5860946,116.54,5032.2,25.14,731.24,,,,,,
2021-02-05,6.76887,424641.63889879,136.92697,93802.714547386,0.33999999999999997,9.45,846.0,16576.05,123.8,10960.66,50.28,3525.29,100.5,11173.74,49.95,84.03,9.53,146.51,28.46,24747.57,,,,,,,,,,,,,40.09102,1483.3373465,102.59300999999999,1746.7236002,4.7996099999999995,165.39074069999998,119.66,5125.99,24.7,718.91,,,,,,
2021-02-06,5.47705,167888.182373383,118.59456,77320.36096609,0.32,9.04,859.11,16381.84,119.5,10332.56,111.06,4231.22,23.09,2456.48,52.03,84.21,9.48,131.91,27.5,22171.32,,,,,,,,,,,,,26.79235,928.1017856999999,79.80821999999999,1295.221928,3.78,130.97,127.79,5536.21,24.04,702.68,,,,,,
2021-02-07,0.24956,2669.118271844,19.40767,5794.893975727,0.26,6.32,812.38,12158.01,103.58,6516.55,H,H,H,H,54.11,87.07,7.47,79.26,H,H,,,,,,,,,,,,,35.822889999999994,1092.6211214999998,90.00764,1429.1197501000001,4.33,113.35,116.64,4565.37,19.51,528.04,,,,,,
2021-02-08,7.3899,412132.198400589,136.97047,89658.272650322,0.37,10.06,830.29,16526.49,126.56,11361.57,78.17,3861.02,89.73,5833.68,48.81,78.16,11.14,170.34,29.6,23617.58,,,,,,,,,,,,,72.03761,2520.0305542,152.16202,2727.2248681,5.704130000000001,167.5777504,123.28,5279.17,26.87,778.93,,,,,,
2021-02-09,7.10939,387604.922935665,123.84398,86466.008009384,0.36,10.120000000000001,851.58,16665.88,123.07,11013.37,97.00999999999999,4808.120000000001,12.51,1674.13,48.25,80.17,10.73,159.08,29.6,24895.6,,,,,,,,,,,,,40.49449,1562.4923602,101.86115,1748.3304898000001,5.00797,182.9819259,124.51,5337.15,26.23,768.22,,,,,,
2021-02-10,7.03622,387604.372874395,147.53326,87022.552827874,0.36,9.89,863.77,17089.0,123.95,10964.25,86.49000000000001,2575.34,95.58,11146.6,49.7,82.27,10.93,173.11,31.13,24996.51,,,,,,,,,,,,,40.37415,1521.7194797,102.32195000000002,1751.7716198,4.05089,157.8593564,128.6,5508.88,25.99,751.41,,,,,,
2021-02-11,6.82459,408494.152060088,118.39858,97278.83454092601,0.38999999999999996,10.24,847.77,16136.53,124.1,10597.96,88.46,2714.5,14.39,1889.71,49.95,84.65,11.02,176.66,29.36,24206.17,,,,,,,,,,,,,40.36332,1500.8458183,102.33885000000001,1736.0348749,5.11143,192.90526269999998,122.03,5158.68,25.73,729.26,,,,,,
2021-02-12,7.45155,431333.30976601306,119.41565,118570.70877540701,0.38,10.3,836.08,15632.23,120.93,10378.63,66.69,4677.76,20.02,2000.82,53.27,87.67,10.72,163.85,28.73,24760.06,,,,,,,,,,,,,41.50341,1409.6869066,102.87543,1757.6388857,4.79045,146.7079044,121.72,5089.52,25.22,701.57,,,,,,
2021-02-13,0.7292,5902.806544204,23.79576,9909.022507366,0.36,9.91,797.38,13406.04,107.66,8078.61,H,H,H,H,57.81,89.61,9.11,120.12,H,H,,,,,,,,,,,,,28.380470000000003,880.5849716,80.18508,1316.9050302,3.5300000000000002,117.25,117.05,4874.36,23.3,636.9,,,,,,
2021-02-14,0.21167,1987.781360832,13.02792,3593.979105318,0.24000000000000002,6.38,760.56,10714.19,94.26,5416.61,H,H,H,H,57.49,88.16,7.63,81.14,H,H,,,,,,,,,,,,,38.16174,1069.978958,89.06859999999999,1393.3714935000003,3.9099999999999997,96.36,102.66,3760.83,18.95,471.81,,,,,,
2021-02-15,8.52655,412486.816560379,121.1863,101663.293459317,0.33999999999999997,10.020000000000001,810.95,15853.05,118.89,10559.07,106.9,4872.87,72.28,6633.42,53.96,81.99,12.14,192.69,38.94,31161.58,,,,,,,,,,,,,76.94426,2537.6240687,151.79171,2722.0429583,4.84715,150.1638776,118.05,4850.96,27.77,745.83,,,,,,
2021-02-16,7.30077,445831.3381701359,107.1074,87164.240538053,0.38,10.67,803.9,15074.43,110.77,9567.47,41,2365.74,15.97,1828.05,55.49,87.18,11.48,169.63,32.21,26906.55,,,,,,,,,,,,,41.02957,1488.6782864000002,95.97969,1627.0205999999998,3.95248,179.33368369999997,111.88,4520.51,23.23,633.14,,,,,,
2021-02-17,7.16472,388363.138302942,103.29171,80830.712032096,0.38,10.079999999999998,814.96,14883.53,109.43,9842.89,31.89,1921.53,14.16,1667.59,59.95,95.08,11.82,177.23,30.25,25993.78,,,,,,,,,,,,,40.52057,1534.2012485,97.28433000000001,1659.0499667,5.54705,197.95181960000002,111.5,4501.75,23.09,633.23,,,,,,
2021-02-18,7.09296,516048.854021054,111.63001,96849.754849705,0.4,10.58,809.37,15014.25,107.72,9563.46,44.230000000000004,2906.01,33.03,2073.16,59.36,96.15,11.68,178.64,27.28,23667.11,,,,,,,,,,,,,30.45714,1152.7132397999999,78.78456,1360.7279576,4.444000000000001,179.01691890000004,107.13,4305.85,22.93,629.76,,,,,,
2021-02-19,5.77035,139847.417617855,90.63713,70596.977820469,0.39,10.33,788.06,13981.94,102.44,8996.59,173.02,3474.3,8.08,1073.04,63.13,102.1,10.92,180.06,21.22,19541.69,,,,,,,,,,,,,37.913790000000006,1414.4355314,94.71883,1561.050897,3.99001,162.30075300000001,106.01,4177.14,23.12,628.58,,,,,,
2021-02-20,5.97991,158227.643252027,75.01561,58485.404651442004,0.39,10.01,811.43,14406.39,106.15,8775.78,87.49,2620.7999999999997,28.04,3617.01,63.88,99.07,10.66,158.9,28.67,23705.66,,,,,,,,,,,,,15.961210000000001,532.8632993,57.66172,912.6172603,3.9899999999999998,158.62,114.85,4574.2,23.41,639.59,,,,,,
2021-02-21,0.24335,2450.6971226210003,12.43779,3785.8671229760002,0.3,7.0,753.9,10512.08,87.9,5223.28,H,H,H,H,66.0,102.17,8.23,92.73,H,H,,,,,,,,,,,,,48.0531,1368.7506629,102.13332000000001,1617.2793967999999,4.6899999999999995,125.13999999999999,101.13,3550.55,17.43,436.14,,,,,,
2021-02-22,7.69026,463366.033311493,105.0981,89760.51833380401,0.37,9.31,815.81,15458.36,109.26,10041.8,39.42,1762.3899999999999,26.66,2436.69,62.54,96.53,11.82,202.36,29.83,24361.33,,,,,,,,,,,,,89.17687000000001,3018.4249493999996,161.26033,2954.3848518,5.951909999999999,187.4784905,107.33,4225.35,21.01,562.67,,,,,,
2021-02-23,7.39728,428270.93346408405,97.19313,91653.50770163101,0.42000000000000004,11.55,810.66,14883.16,108.54,9865.76,67.91,4637.110000000001,7.71,1465.29,60.73,98.09,11.06,181.25,29.27,25799.54,,,,,,,,,,,,,39.22363,1533.8580937000002,90.91292,1543.383194,5.09107,194.1352037,104.53,4129.21,23.27,635.4,,,,,,
2021-02-24,7.1455,452478.410076237,93.79635,88987.883937045,0.43000000000000005,11.620000000000001,818.77,15108.13,105.89,9727.19,64.63,2918.8700000000003,18.89,1428.3,63.54,100.68,10.51,179.27,27.42,24833.17,,,,,,,,,,,,,43.08112,1619.0768341,98.75184999999999,1685.4394623,4.73052,189.00858400000004,106.25,4166.0,22.16,606.63,,,,,,
2021-02-25,7.64857,514353.16231111396,104.84557,122460.38861010701,0.41000000000000003,11.690000000000001,810.92,15282.2,107.89,10258.55,50.47,3280.5699999999997,27.74,2912.92,64.58,103.95,10.13,180.93,27.79,25491.9,,,,,,,,,,,,,41.09995,1662.9117257,95.82314,1660.0163863000002,4.90568,197.81162880000005,105.62,4172.12,21.38,593.64,,,,,,
2021-02-26,8.18952,668095.917317208,212.74651,171542.114264274,0.44,12.43,835.39,16838.18,118.51,12419.67,81.47,8733.53,11.33,1455.26,64.11,104.33,10.0,168.78,25.69,25071.81,,,,,,,,,,,,,37.84916,1392.3942957,93.71629,1604.5730954,3.9019999999999997,177.4729742,110.26,4483.35,23.26,648.06,,,,,,
2021-02-27,1.07445,12110.549786119,34.6078,19022.67362055,0.43000000000000005,12.32,848.63,15541.31,112.24,10162.68,H,H,H,H,68.01,107.35,9.41,139.34,H,H,,,,,,,,,,,,,18.752200000000002,737.9346241000001,62.00042,1049.6017216,2.9719,118.6640379,117.8,4889.16,21.34,611.51,,,,,,
2021-02-28,0.33444,3293.07824856,17.26721,5566.967781486,0.34,8.35,815.28,12507.9,97.84,7155.75,H,H,H,H,68.22,108.31,7.38,89.85,H,H,,,,,,,,,,,,,50.71889,1579.3948906,111.53027,1894.9212375,5.13106,120.2840773,104.51,3915.26,16.32,428.69,,,,,,
2021-03-01,9.31178,537969.9286121121,248.79195,144971.92287278,0.38,12.45,931.35,20137.82,131.34,13199.46,123.13999999999999,5648.5,54.41,5038.91,61.37,99.87,10.84,160.96,42.51,37314.2,,,,,,,,,,,,,70.85773,2452.8472756,144.69639,2668.444907,3.90594,152.7821357,122.04,5404.69,27.45,843.61,,,,,,
2021-03-02,7.72982,438753.572592051,139.51072,104322.693753413,0.37,12.4,923.65,19359.29,130.66,13410.64,45.09,3218.77,80.86,4664.44,57.63,94.91,10.79,156.54,35.62,31926.07,,,,,,,,,,,,,44.63091,1949.8491785,104.61961000000001,1836.9936997,6.18362,228.3610815,127.27,5733.41,25.74,797.53,,,,,,
2021-03-03,7.48955,407679.70073521003,120.98206,92564.334074014,0.31,11.25,887.95,18133.93,124.42,12433.85,80.16,2904.02,38.42,2565.91,64.89,106.43,10.34,146.47,31.13,28508.44,,,,,,,,,,,,,39.175039999999996,1600.795963,97.8711,1725.0852839,5.08582,212.0110439,126.06,5535.62,25.07,760.77,,,,,,
2021-03-04,7.21444,422434.791469091,132.412,99611.28409521,0.36,11.46,918.98,18836.35,123.92,12242.41,71.48,4750.5599999999995,30.3,3851.84,62.74,103.23,10.62,158.45,30.4,27068.08,,,,,,,,,,,,,44.144589999999994,1835.7529219,110.23818,1988.2310306,5.425460000000001,219.72724069999998,120.97,5239.99,24.66,738.13,,,,,,
2021-03-05,7.29174,503835.376821962,137.3855,99205.38365189,0.35,11.080000000000002,921.15,18226.84,122.88,11775.11,58.94,3605.73,94.9,10664.14,63.79,104.39,11.17,175.21,30.57,27140.17,,,,,,,,,,,,,41.2327,1739.0897777,102.50849000000001,1841.9556148000001,5.08858,216.19136029999999,121.59,5205.43,24.55,718.2,,,,,,
2021-03-06,6.07451,191181.459225801,123.35611,79396.8,0.32,10.23,897.01,17171.99,114.27,10809.35,68.16,3270.0699999999997,25.04,2642.3,66.47,105.6,10.53,143.99,29.12,24394.14,,,,,,,,,,,,,12.225190000000001,1204.9821875,58.378750000000004,2030.749703,3.65541,193.46533010000002,130.43,5649.22,21.2,635.67,,,,,,
2021-03-07,0.28267,2711.0434277150002,20.70414,5288.1673907,0.25,6.99,870.99,13251.52,100.07,6727.74,H,H,H,H,65.76,103.85,8.85,91.51,H,H,,,,,,,,,,,,,39.42659,1298.3431354000002,95.06254,1588.1766813999998,4.4884,162.3453902,117.65,4592.17,16.49,458.21,,,,,,
2021-03-08,7.49123,519166.772897667,140.44431,92520.819146964,0.35,10.530000000000001,924.45,18178.63,118.23,10442.51,123.31,2848.09,84.18,6049.79,60.92,95.88,12.32,176.24,31.32,25861.33,,,,,,,,,,,,,73.29365,2545.8997781,145.83676000000003,2738.0559485000003,3.83477,74.5262583,122.27,5251.78,23.39,690.63,,,,,,
2021-03-09,7.7284,410144.965021111,131.83895,118466.26422546101,0.35,10.62,929.41,18159.23,126.85,11949.67,122.72999999999999,3112.44,12.53,1620.02,60.69,98.38,12.78,187.01,31.3,26554.13,,,,,,,,,,,,,53.76872,2046.4665768,120.98048,2134.9759662,4.43605,110.8208386,126.55,5446.43,24.88,732.93,,,,,,
2021-03-10,8.20133,503847.10192915704,149.68329,125680.139512559,0.38999999999999996,11.360000000000001,959.21,19087.27,132.35,12171.25,98.43,3627.4700000000003,98.44,11223.78,63.18,101.74,12.94,197.41,32.56,29659.14,,,,,,,,,,,,,40.38453,1550.8941036,99.53383,1754.9647744,5.156009999999999,222.7721846,133.92,5743.5,27.36,784.62,,,,,,
2021-03-11,2.43026,66301.121073537,61.16113,45080.859797642,0.38,10.690000000000001,866.3,14920.18,115.32,9224.48,85.3,2813.7200000000003,15.56,1529.25,62.03,103.15,11.54,165.49,8.09,7162.6,,,,,,,,,,,,,16.86082,635.4278598999999,60.10276,978.5132372,3.96821,184.60169919999998,116.2,4711.51,24.98,677.73,,,,,,
2021-03-12,10.22047,710480.456674578,129.50458,131265.004260209,0.38999999999999996,11.75,892.83,16750.51,126.05,11221.19,111.97,3367.8199999999997,20.38,1848.42,62.88,101.15,12.98,202.19,35.91,30037.69,,,,,,,,,,,,,68.93414,2464.6160647999995,145.96964,2666.2022077,5.30846,195.9709323,120.12,5115.11,25.67,740.7,,,,,,
2021-03-13,0.96433,8968.410570641001,28.75977,12408.4914678,0.4,12.75,881.74,15106.81,116.28,9176.48,H,H,H,H,67.13,104.65,11.93,159.18,H,H,,,,,,,,,,,,,27.05912,891.5768241,79.33237,1350.0522682,4.71442,167.16056609999998,121.3,5099.79,26.69,785.11,,,,,,
2021-03-14,0.27067,2532.941146268,14.00916,4127.1207148,0.32,8.940000000000001,778.18,10795.13,99.34,6270.46,H,H,H,H,40.49,66.58,9.92,104.29,H,H,,,,,,,,,,,,,40.062,1154.9460395,90.99825999999999,1430.0691425,3.9044700000000003,112.936396,105.34,3925.13,19.56,532.76,,,,,,
2021-03-15,5.14107,617092.935287938,119.89346,105248.63565608101,0.52,15.37,888.65,17078.68,127.07,11035.34,177.26,6017.92,76.37,6711.7,87.89,130.59,15.1,228.79,23.09,19090.57,,,,,,,,,,,,,65.31005,2176.1414440999997,130.19887,2430.6882428999998,4.43927,157.79581059999998,110.93,4568.01,28.63,853.41,,,,,,
2021-03-16,4.21631,391733.434164701,92.48023,73299.132826566,0.44999999999999996,13.34,879.7,15014.8,116.02,9520.45,55.41,2382.67,16.38,1631.82,61.09,98.02,13.93,206.03,25.26,20814.29,,,,,,,,,,,,,49.128789999999995,1961.6412181,108.47683,1859.3447451000002,5.315949999999999,217.0192434,99.38,3983.03,25.93,749.98,,,,,,
2021-03-17,10.97469,567802.475957084,131.85692,125061.43839168301,0.47,14.309999999999999,889.05,17307.19,121.5,11279.16,144.98000000000002,4052.56,35.36,1572.45,63.78,104.34,13.92,221.3,52.16,42829.39,,,,,,,,,,,,,46.36823,1770.1638975,104.94665,1870.9130717,5.03498,192.50888419999998,113.31,4733.21,26.95,795.37,,,,,,
2021-03-18,8.78451,565297.468996782,118.97005,131658.586922674,0.48,14.58,887.01,16791.68,120.28,10998.05,106.44999999999999,6649.740000000001,11.67,2228.37,61.61,102.27,13.66,215.9,42.32,37057.8,,,,,,,,,,,,,31.707829999999998,1162.2729533000002,79.87809999999999,1396.6678818,5.07402,223.73921520000002,112.33,4693.35,26.84,788.6,,,,,,
2021-03-19,8.53732,572939.356486422,113.05065,115868.05941896999,0.49,15.13,881.98,16549.78,120.82,10756.53,84.66999999999999,5371.570000000001,9.23,1249.75,64.88,106.62,12.68,203.27,37.14,33319.25,,,,,,,,,,,,,52.12739,3058.6278026,113.27748,2026.681457,4.553789999999999,187.72828429999998,112.66213,4628.494367480001,27.71,809.58,,,,,,
2021-03-20,7.19061,195597.344914137,97.00101,77413.49460368199,0.24,7.61,893.8,16114.6,115.59,10061.08,31.369999999999997,5966.990000000001,26.78,3328.62,67.31,106.92,12.05,178.34,34.14,29547.12,,,,,,,,,,,,,25.706220000000002,839.0198609000001,78.30134,1303.6854999000002,4.68602,176.5596999,117.04,4821.63,13.05,392.23,,,,,,
2021-03-21,0.32711,4236.080907589,15.86527,4768.8890519569995,0.39,10.629999999999999,813.0,11625.59,97.09,5942.4,H,H,H,H,65.67,106.0,9.41,101.7,H,H,,,,,,,,,,,,,40.241640000000004,1199.3772787,84.35677999999999,1375.553484,4.43012,108.1603695,101.43,3674.47,18.6,499.17,,,,,,
2021-03-22,8.76265,571043.16213621,121.60784,109279.090643388,0.53,16.45,873.17,16846.96,120.84,10978.54,70.17,3779.31,30.66,2832.12,61.45,97.66,13.02,206.96,35.69,30736.33,,,,,,,,,,,,,76.35862,2655.3066655000002,140.21121,2612.8391265,4.77774,181.17455020000003,109.96,4475.15,27.1,792.55,,,,,,
2021-03-23,8.93532,539481.26624368,128.21426,117018.978232867,0.55,17.43,873.33,16338.27,117.79,10811.55,48.290000000000006,6004.7,14.48,1547.09,61.85,100.44,12.39,190.35,34.08,31495.89,,,,,,,,,,,,,41.945009999999996,1742.2214938000002,93.60027,1669.5004715999999,5.17116,209.81288849999999,107.15,4351.53,25.59,759.48,,,,,,
2021-03-24,9.0331,589507.9933876981,121.80584,130907.91856123602,0.5800000000000001,18.15,880.58,16911.96,118.75,11021.39,117.74000000000001,7836.53,5.98,1256.84,65.03,103.98,11.78,186.93,33.13,33259.2,,,,,,,,,,,,,43.452929999999995,1796.9756467,96.45027999999999,1763.631735,5.23231,217.8135228,111.41,4515.56,25.81,766.87,,,,,,
2021-03-25,9.8455,701189.871831898,133.66283,135521.98615138998,0.62,19.0,888.41,17301.18,122.95,11869.6,147.07,16208.47,31.49,2706.4,65.38,106.39,11.31,195.43,34.64,35305.46,,,,,,,,,,,,,43.758790000000005,1888.9077982000003,95.9142,1776.4005414,5.33619,231.37767879999998,112.69,4632.11,27.49,820.06,,,,,,
2021-03-26,10.86593,904710.025345836,141.46908,160337.00828645402,0.68,20.38,905.65,16867.73,123.44,12111.47,131.46,6691.9400000000005,11.09,1776.93,64.77,104.4,10.88,179.76,33.39,33198.59,,,,,,,,,,,,,44.39887,1736.5515281,97.09782000000001,1754.5931612999998,4.70715,191.7273466,114.77,4741.59,27.73,839.32,,,,,,
2021-03-27,1.24683,11933.599782216,34.12465,15760.712382093,0.78,22.270000000000003,883.98,15316.88,115.17,10017.64,H,H,H,H,70.04,106.27,9.76,134.21,H,H,,,,,,,,,,,,,30.03326,1023.8509365,76.70156,1325.6253367,3.81046,158.67771499999998,123.19,4990.28,29.51,858.3,,,,,,
2021-03-28,0.33314,2592.227768242,19.9861,7917.3414382050005,0.5800000000000001,13.84,820.79,10761.31,93.85,5927.21,H,H,H,H,58.6,90.97,6.73,72.9,H,H,,,,,,,,,,,,,35.62157,1019.2396136,80.07846,1240.3589426,3.95756,108.1145458,97.19,3324.02,21.52,537.39,,,,,,
2021-03-29,2.98408,81789.35769441299,95.85516,77997.34337812901,0.19,5.12,689.6,9607.64,76.74,6064.63,315.94,12015.37,47.56,3106.31,43.02,66.44,7.06,79.39,10.16,10643.85,,,,,,,,,,,,,23.91709,760.2166169999999,59.93369,879.7631971999999,2.4286600000000003,86.3657208,69.34,2413.21,9.92,261.74,,,,,,
2021-03-30,11.40636,875812.7588061601,180.35275,200203.34247325902,0.5800000000000001,14.950000000000001,856.44,16167.59,110.75,11787.65,86.65,9048.55,21.9,1649.44,51.83,76.04,10.67,187.12,44.3,41555.39,,,,,,,,,,,,,86.13553999999999,3006.5836871,151.76193,2897.0782504,4.86389,175.53733739999998,102.32,4090.18,22.87,658.35,,,,,,
2021-03-31,11.06327,1063447.595146782,236.65244,303157.28465044,0.73,19.78,928.51,20169.11,130.81,15998.78,271.42,43975.38,10.67,2554.76,58.54,89.64,10.5,182.2,28.56,27552.24,,,,,,,,,,,,,40.55274,1726.8506768,96.48349999999999,1942.3294455,4.43249,157.18732509999998,116.5,4917.42,27.48,817.43,,,,,,
